Dimension-1 Parameter,Dimension-1 Value,Dimension-2 Parameter,Dimension-2 Value,MeanFR_NG1_L4_CI_SS_L4_mean,MeanFR_NG2_L4_CI_BC_L4_mean
gL,19.0,gL_1,13.5,0.191041666667,0.0
gL,19.0,gL_1,14.5,0.121875,0.0
gL,20.0,gL_1,0.5,163.437291667,171.011666667
gL,20.0,gL_1,1.5,159.17,167.165
gL,20.0,gL_1,2.5,151.561041667,160.239166667
gL,20.0,gL_1,3.5,140.360833334,149.700833333
gL,20.0,gL_1,4.5,131.850208333,141.251666667
gL,20.0,gL_1,5.5,121.90625,130.761666667
gL,20.0,gL_1,6.5,100.996666667,107.82
gL,20.0,gL_1,7.5,50.5662499999,52.5091666667
gL,20.0,gL_1,8.5,23.9454166667,24.0866666667
gL,20.0,gL_1,9.5,0.988333333333,0.0
gL,20.0,gL_1,10.5,0.658958333333,0.0
gL,20.0,gL_1,11.5,0.4375,0.0
gL,20.0,gL_1,12.5,0.287291666667,0.0
gL,20.0,gL_1,13.5,0.191041666667,0.0
gL,20.0,gL_1,14.5,0.121875,0.0
gL,21.0,gL_1,0.5,162.447708333,169.56
gL,21.0,gL_1,1.5,159.336666667,166.789166667
gL,21.0,gL_1,2.5,153.150208333,161.334166667
gL,21.0,gL_1,3.5,143.504583333,152.106666666
gL,21.0,gL_1,4.5,136.154583334,144.984166667
gL,21.0,gL_1,5.5,125.990208334,134.2775
gL,21.0,gL_1,6.5,105.463541667,111.906666667
gL,21.0,gL_1,7.5,52.73625,54.44
gL,21.0,gL_1,8.5,20.1464583333,19.7625
gL,21.0,gL_1,9.5,0.988333333333,0.0
gL,21.0,gL_1,10.5,0.658958333333,0.0
gL,21.0,gL_1,11.5,0.4375,0.0
gL,21.0,gL_1,12.5,0.287291666667,0.0
gL,21.0,gL_1,13.5,0.191041666667,0.0
gL,21.0,gL_1,14.5,0.121875,0.0
gL,22.0,gL_1,0.5,164.096458333,170.719166667
gL,22.0,gL_1,1.5,159.057291667,166.148333333
gL,22.0,gL_1,2.5,152.13,159.751666667
gL,22.0,gL_1,3.5,146.744791667,154.678333333
gL,22.0,gL_1,4.5,138.537291667,146.626666667
gL,22.0,gL_1,5.5,128.250833333,135.921666667
gL,22.0,gL_1,6.5,107.895208333,113.875
gL,22.0,gL_1,7.5,55.0450000001,56.6616666666
gL,22.0,gL_1,8.5,27.1172916667,27.1241666667
gL,22.0,gL_1,9.5,0.988333333333,0.0
gL,22.0,gL_1,10.5,0.658958333333,0.0
gL,22.0,gL_1,11.5,0.4375,0.0
gL,22.0,gL_1,12.5,0.287291666667,0.0
gL,22.0,gL_1,13.5,0.191041666667,0.0
gL,22.0,gL_1,14.5,0.121875,0.0
gL,23.0,gL_1,0.5,164.129375,170.374166667
gL,23.0,gL_1,1.5,159.332291667,166.0225
gL,23.0,gL_1,2.5,153.837083333,160.843333333
gL,23.0,gL_1,3.5,148.454583333,155.81
gL,23.0,gL_1,4.5,140.262083333,147.6325
gL,23.0,gL_1,5.5,132.003333333,139.035833333
gL,23.0,gL_1,6.5,111.433125,116.985833333
gL,23.0,gL_1,7.5,56.7914583334,58.1075000001
gL,23.0,gL_1,8.5,28.3722916667,28.3516666666
gL,23.0,gL_1,9.5,0.988333333333,0.0
gL,23.0,gL_1,10.5,0.658958333333,0.0
gL,23.0,gL_1,11.5,0.4375,0.0
gL,23.0,gL_1,12.5,0.287291666667,0.0
gL,23.0,gL_1,13.5,0.191041666667,0.0
